# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -1.5063292643e-02  3.7000330294e-02  -1.3610999524e-02  2.9331368821e-02
SC_42  -1.5071334720e-02  3.7024036627e-02  -1.3618136817e-02  2.9349774266e-02
