# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  8.8257561566e-07  3.3403101458e-07
2  0.0000000000e+00  0.0000000000e+00  7.0378954884e-07  1.6940592944e-06
3  0.0000000000e+00  0.0000000000e+00  1.5752419006e-08  9.3825327027e-09
