# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -1.9321163407e+00  1.2647823331e+02  -5.8068129886e-02  3.4414427360e+00
SC_42  -1.9320119308e+00  1.2646889000e+02  -5.8085911103e-02  3.4413157950e+00
