# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  6.9313615823e-07  2.7788107205e-07
2  0.0000000000e+00  0.0000000000e+00  7.5625204740e-07  1.6255526015e-06
3  0.0000000000e+00  0.0000000000e+00  1.2273747595e-08  6.2350353775e-09
