# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  3.0010272302e-02  3.2767531535e-03  -8.1110997853e-07  3.5425299088e-07
2  4.6850170534e-02  7.6652863374e-03  -4.8177549270e-06  3.1529849815e-06
3  1.5893813114e-02  1.7153673591e-03  -6.3813476967e-08  2.7548720920e-08
