# type  value  stat. err
v4_L  8.2879145672e-03  1.8131861607e-03
v4(Psi2)  8.4830141675e-03  1.2314026568e-03
rho_422  7.1528429858e-01  1.1747047183e-01
chi_422  1.1433010539e+00  1.2251245777e-01
v5_L  3.7829175613e-03  7.9567367623e-04
v5(Psi23)  4.0858783073e-03  5.1322665193e-04
rho_523  7.3378780950e-01  1.0539020057e-01
chi_523  2.7457453966e+00  2.7516831083e-01
v6_L  1.4219925430e-05  4.4756943572e-06
v6(Psi2)  1.9875311854e-03  7.4333824234e-04
v6(Psi3)  5.5652978724e-04  2.9105839596e-04
rho_6222  4.9158626770e-01  1.8998403421e-01
rho_633  1.3764936268e-01  7.3226354762e-02
chi_6222  2.7272858042e+00  9.5755278587e-01
chi_633  7.5110677090e-01  3.8647623899e-01
