# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  8.3349366099e-01  8.2693662164e-02  4.2429457393e-01  1.2073557136e-01
2  7.2930838995e-01  1.1009820726e-01  5.5269017996e-01  1.2109377145e-01
3  7.8965840925e-01  6.8556462052e-02  4.8146374560e-01  8.4642117034e-02
