# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  9.0439382604e-01  3.0798067516e-02  3.1643266845e-01  5.3085952973e-02
2  7.1727535086e-01  1.1183399384e-01  5.6610127629e-01  1.2136363216e-01
3  7.8494863061e-01  7.3637006470e-02  4.8729145219e-01  9.0146127969e-02
