#correlator  value  value_err
4(24)  4.10013e-01  5.00342e-02
6(23)  -2.84097e-01  1.04428e-01
6(26)  -2.13316e-03  8.35764e-02
6(36)  4.31304e-01  1.60671e-01
(235)  4.79203e-01  5.01016e-02
(246)  2.43408e-01  4.94756e-02
(234)  -8.62995e-02  7.28387e-02
