# type  value  stat. err
v4_L  9.3576719088e-03  4.8907811590e-04
v4(Psi2)  3.3782587238e-03  5.4882266912e-04
rho_422  3.3956438380e-01  5.7001808801e-02
chi_422  7.6693542781e-01  1.1712047956e-01
v5_L  2.9774563202e-03  2.9473240138e-04
v5(Psi23)  2.0980285630e-03  2.3817908080e-04
rho_523  5.7600403149e-01  7.2504546778e-02
chi_523  1.6937540871e+00  1.6940861270e-01
v6_L  7.5995256161e-06  7.4720285157e-07
v6(Psi2)  -4.8593259390e-06  1.5809286091e-04
v6(Psi3)  7.5695710637e-04  2.2188649467e-04
rho_6222  -2.6948836830e-03  8.7675547075e-02
rho_633  4.1979307013e-01  1.3060955505e-01
chi_6222  -1.3041694333e-02  4.2429550590e-01
chi_633  1.0643370822e+00  2.7926244639e-01
