# type  value  stat. err
v4_L  7.7964534662e-03  4.1353236966e-04
v4(Psi2)  2.8753677371e-03  4.5449161508e-04
rho_422  3.4602216892e-01  5.6652614277e-02
chi_422  8.6418510206e-01  1.2820664299e-01
v5_L  2.5023652627e-03  2.6137454150e-04
v5(Psi23)  1.7841352895e-03  2.0648149015e-04
rho_523  5.8053375582e-01  7.4949591725e-02
chi_523  1.9612091732e+00  2.0100766424e-01
v6_L  5.6877451696e-06  5.7117984914e-07
v6(Psi2)  3.1444608266e-05  1.3041219082e-04
v6(Psi3)  6.6882456083e-04  2.0149858438e-04
rho_6222  2.1971437668e-02  9.1163701464e-02
rho_633  4.6733090215e-01  1.5210801853e-01
chi_6222  1.2899889403e-01  5.3487424277e-01
chi_633  1.3240155389e+00  3.5926028440e-01
