#correlator  value  value_err
4(24)  -4.23002e-01  1.02601e-01
6(23)  4.34081e-02  1.15274e-01
6(26)  -1.44056e-01  1.73837e-01
6(36)  3.19416e-02  9.53879e-02
(235)  2.02903e-01  6.98583e-02
(246)  4.00241e-02  8.05618e-02
(234)  1.22485e-01  6.95363e-02
