# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  8.2761878140e-03  1.4255107083e-03  -4.6916040305e-09  3.2323731335e-09
2  0.0000000000e+00  0.0000000000e+00  1.1340094040e-07  1.6836250194e-07
3  1.9410928659e-03  6.6189084951e-03  -1.4196629676e-11  1.9363564601e-10
