# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  7.6611989736e-01  1.2696590441e-01  5.0996043507e-01  1.6136466143e-01
2  3.6543328123e-03  3.1427262186e-01  1.0385631464e-02  8.9316430588e-01
3  3.3591742765e-01  2.0493008334e+00  5.7816118306e-01  3.3574426728e+00
