# type  value  stat. err
v4_L  1.1468237844e-04  2.1030972747e-03
v4(Psi2)  -3.3274477711e-04  1.3239303634e-04
rho_422  -9.4542305670e-01  1.8485354924e+00
chi_422  -3.2384697234e+00  1.2267280472e+00
v5_L  nan  nan
v5(Psi23)  8.5103695737e-05  1.9782432309e-04
rho_523  nan  nan
chi_523  4.7092564635e+00  1.0904046650e+01
v6_L  5.6259924855e-06  4.9623517702e-07
v6(Psi2)  1.0969979948e-04  1.3079556607e-04
v6(Psi3)  -1.3293789423e-04  2.0864381801e-04
rho_6222  inf  inf
rho_633  -inf  inf
chi_6222  7.0308405503e+01  8.3089014732e+01
chi_633  -1.8201386166e+01  2.8137402501e+01
