# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -7.9147139320e-03  7.2663163494e-03  -7.5403662982e-03  6.5764484713e-03
SC_42  -7.9140221918e-03  7.2656486828e-03  -7.5397065775e-03  6.5758413261e-03
