# type  value  stat. err
v4_L  9.0534679619e-04  3.8362271048e-04
v4(Psi2)  -2.7944792689e-04  1.5547645988e-04
rho_422  -2.9493386689e-01  1.9935326487e-01
chi_422  -2.0934432556e+00  1.1340804306e+00
v5_L  nan  nan
v5(Psi23)  2.3953949214e-05  1.8354751857e-04
rho_523  nan  nan
chi_523  9.0098915348e-01  6.9020728520e+00
v6_L  7.6318255457e-06  5.6314872502e-07
v6(Psi2)  1.2128192932e-04  1.8175755530e-04
v6(Psi3)  -6.1950722794e-05  2.2949292500e-04
rho_6222  inf  inf
rho_633  -inf  inf
chi_6222  5.2016259957e+01  7.7413068306e+01
chi_633  -5.5483611965e+00  2.0518284331e+01
