#pT  vn{4}  vn{4}_err
1.0837510228e-01  3.5245508976e-01  2.5956344036e-01  6.4039884063e-02  1.1661167545e-01  0.0000000000e+00  0.0000000000e+00  
2.0551732183e-01  1.2212661698e-01  1.2549874000e-01  5.8618691487e-02  9.2219412701e-02  0.0000000000e+00  0.0000000000e+00  
3.0249106884e-01  2.7820371844e-02  9.6893586092e-02  1.1104730066e-01  6.4868961306e-02  0.0000000000e+00  0.0000000000e+00  
4.0190657973e-01  1.7224183683e-01  1.3355954525e-01  2.8959794572e-02  4.6052406768e-02  0.0000000000e+00  0.0000000000e+00  
5.0222826004e-01  3.4841308263e-02  6.9099901321e-02  2.1148144221e-02  4.1427622561e-02  0.0000000000e+00  0.0000000000e+00  
6.0135149956e-01  3.2518270947e-02  4.8359323167e-02  2.3798329368e-02  6.8752527310e-02  0.0000000000e+00  0.0000000000e+00  
7.0086961985e-01  8.4302159423e-02  6.7559332508e-02  1.4591680521e-02  3.3668977218e-02  0.0000000000e+00  0.0000000000e+00  
8.0037301779e-01  5.2950641434e-02  5.4952020501e-02  1.1258964609e-02  5.0874200136e-02  0.0000000000e+00  0.0000000000e+00  
9.0031045675e-01  7.7923630580e-02  7.2968266173e-02  1.7724175269e-02  3.9129745516e-02  0.0000000000e+00  0.0000000000e+00  
1.0018265247e+00  1.3847207388e-02  2.6000688781e-01  9.3151373152e-02  3.9216465174e-02  0.0000000000e+00  0.0000000000e+00  
1.0992488861e+00  3.4506045330e-02  5.1881344648e-02  7.3191401066e-02  3.9234775757e-02  0.0000000000e+00  0.0000000000e+00  
1.1991822720e+00  1.9073865540e-01  1.3568978455e-01  3.3975458386e-02  5.9237381100e-02  0.0000000000e+00  0.0000000000e+00  
1.2986962795e+00  7.3572805089e-02  8.0939892186e-02  1.4699628255e-01  5.3853480277e-02  0.0000000000e+00  0.0000000000e+00  
1.3999072313e+00  3.8240145583e-02  7.2103426409e-02  8.6302984219e-02  4.3978591209e-02  0.0000000000e+00  0.0000000000e+00  
1.4995871782e+00  7.3398187959e-02  7.1890768773e-02  1.2054822513e-01  4.4083294696e-02  0.0000000000e+00  0.0000000000e+00  
1.5976954699e+00  1.4992029479e-02  1.8436366602e-01  1.0126427374e-01  3.7155440145e-02  0.0000000000e+00  0.0000000000e+00  
