# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  4.8044232062e-03  9.9815547489e-04  -5.3280099116e-10  4.4277383863e-10
2  4.5911776519e-02  6.1056150990e-03  -4.4432054084e-06  2.3635332010e-06
3  1.1341780983e-02  1.7201059759e-02  -1.6547219430e-08  1.0038272144e-07
