# type  value  stat. err
v4_L  9.8610087306e-03  7.1320384998e-04
v4(Psi2)  4.9048983704e-03  7.9549630701e-04
rho_422  4.4535265966e-01  7.5356355626e-02
chi_422  1.1248327269e+00  1.5846251127e-01
v5_L  3.0324688799e-03  6.5626814752e-04
v5(Psi23)  3.5843720261e-03  3.8276696638e-04
rho_523  7.6343473130e-01  9.5598678831e-02
chi_523  2.5047581004e+00  1.8905389210e-01
v6_L  1.0223102221e-05  1.0554329712e-06
v6(Psi2)  2.6075457128e-04  2.8838911774e-04
v6(Psi3)  4.1358848301e-04  2.2879724536e-04
rho_6222  1.3557701307e-01  1.5123617752e-01
rho_633  2.1504164200e-01  1.2300329280e-01
chi_6222  7.0068577342e-01  7.7108418536e-01
chi_633  5.1138819650e-01  2.7849191139e-01
