#correlator  value  value_err
4(24)  5.70938e-01  7.77299e-02
6(23)  1.04762e-01  1.45790e-01
6(26)  1.33874e-01  1.34251e-01
6(36)  2.67956e-01  9.42642e-02
(235)  6.93268e-01  4.52774e-02
(246)  4.37067e-01  5.77844e-02
(234)  7.79133e-03  1.13682e-01
