# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  7.1684202867e-01  1.2308933520e-01  5.6654717964e-01  1.3895658281e-01
2  7.0240553092e-01  7.5123259225e-02  5.8240738985e-01  8.1258858187e-02
3  3.9844646594e-01  6.2572272934e-01  8.4927287858e-01  4.2837077293e-01
