# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  2.1413573218e-02  1.2167864706e-02  -2.1025995685e-07  4.7790523927e-07
2  3.9480879440e-02  1.0991286431e-02  -2.4296698929e-06  2.7056335224e-06
3  1.5418276130e-02  1.3605968621e-03  -5.6512338269e-08  1.9947887681e-08
