# type  value  stat. err
v4_L  1.3678721983e-02  1.9684147320e-03
v4(Psi2)  1.1382143566e-02  1.6024922932e-03
rho_422  6.3962734965e-01  9.8539949278e-02
chi_422  8.0239079163e-01  7.6312088437e-02
v5_L  7.1541909565e-03  1.0976459049e-03
v5(Psi23)  6.6684680135e-03  7.6530705186e-04
rho_523  6.8183848496e-01  8.9069111868e-02
chi_523  1.7665736441e+00  1.5813455339e-01
v6_L  3.4006934591e-05  6.0627881438e-06
v6(Psi2)  1.9190068794e-03  7.9063864424e-04
v6(Psi3)  1.0707986712e-03  4.5772729296e-04
rho_6222  3.4929096211e-01  1.4657662223e-01
rho_633  1.9490305226e-01  8.4749389113e-02
chi_6222  8.9209081026e-01  3.3772281896e-01
chi_633  5.8555618695e-01  2.4542439649e-01
