# type  value  stat. err
v4_L  7.3629764583e-03  1.0310795692e-03
v4(Psi2)  6.1066810545e-03  8.3057994533e-04
rho_422  6.3838530662e-01  9.5352870701e-02
chi_422  1.0538158789e+00  9.7007746231e-02
v5_L  3.6882998724e-03  5.9642527815e-04
v5(Psi23)  3.5798621518e-03  3.8239133277e-04
rho_523  6.9647955343e-01  8.7152657833e-02
chi_523  2.6163224497e+00  2.0749674880e-01
v6_L  1.0542790859e-05  1.5918426105e-06
v6(Psi2)  9.8521921211e-04  3.6448104313e-04
v6(Psi3)  6.0635642562e-04  2.2479906053e-04
rho_6222  3.5537358345e-01  1.3519006505e-01
rho_633  2.1871584838e-01  8.3370854124e-02
chi_6222  1.6908742555e+00  5.6756210115e-01
chi_633  1.0277985292e+00  3.7122120861e-01
