# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  5.7933825265e-01  1.8395150626e-01  7.0507174719e-01  1.6970127234e-01
2  6.3501311755e-01  1.5041840665e-01  6.5198096613e-01  1.4950680369e-01
3  7.8303266278e-01  4.8338053739e-02  4.8968493493e-01  5.9468789021e-02
