# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  2.1318110268e-03  4.9939024538e-03  -2.0653555076e-11  1.9352904751e-10
2  4.5750339841e-02  2.8911688146e-03  -4.3810407998e-06  1.1074303343e-06
3  9.2230322441e-03  1.0165340727e-03  -7.2359391793e-09  3.1900912972e-09
