# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  2.1838896261e-11  5.6049149719e-10
2  6.5265291787e-02  4.0819312305e-03  -1.8143837014e-05  4.5391290176e-06
3  1.4137585055e-02  1.6504786132e-03  -3.9948541041e-08  1.8655014235e-08
