# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  2.9918442573e-01  1.7877082300e+00  6.4236907762e-01  3.4143960887e+00
2  8.4362912230e-01  4.6234173871e-02  4.1034218065e-01  6.7407509731e-02
3  7.7613721451e-01  7.8559366527e-02  4.9804944517e-01  9.8144933157e-02
