# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  1.8794911231e-03  7.4957949523e-03  -1.2478463570e-11  1.9906665819e-10
2  4.5531764949e-02  2.8741376384e-03  -4.2979161741e-06  1.0852030582e-06
3  9.1658630575e-03  1.0164329423e-03  -7.0581918291e-09  3.1308251686e-09
