#correlator  value  value_err
4(24)  5.04035e-01  8.33435e-02
6(23)  -2.49837e-01  2.61963e-01
6(26)  -1.87833e-02  2.07906e-01
6(36)  9.51923e-02  1.33310e-01
(235)  1.18628e-01  6.28562e-02
(246)  1.38828e-01  9.80810e-02
(234)  -1.30166e-01  8.55792e-02
