# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  -1.2920807600e+00  1.4264628272e+02  1.3284982142e-01  5.3563589803e+00
SC_42  -1.2921041682e+00  1.4264812060e+02  1.3286169602e-01  5.3562570641e+00
