# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  7.6094173987e-01  1.3615689619e-01  5.1613025022e-01  1.6485557604e-01
2  7.5912192692e-01  1.2118062447e-01  5.1833270661e-01  1.4187265576e-01
3  1.6118803676e-01  1.8447268128e+00  3.9214601981e-01  4.2958614890e+00
