# type  value  stat. err
v4_L  2.5305494996e-03  5.0671203849e-04
v4(Psi2)  1.8020821492e-03  3.5832723806e-04
rho_422  5.8007527956e-01  1.3318117803e-01
chi_422  9.4928588709e-01  1.5569221955e-01
v5_L  1.1374398396e-03  5.4019186826e-04
v5(Psi23)  3.7142451679e-04  3.3006253724e-04
rho_523  3.1041355517e-01  3.0517372943e-01
chi_523  2.2605460926e+00  1.9928178148e+00
v6_L  1.4678732848e-05  1.5241322866e-06
v6(Psi2)  1.9386714292e-04  3.3381638216e-04
v6(Psi3)  7.3665471480e-05  3.9258834771e-04
rho_6222  1.3316971536e-01  2.3322393660e-01
rho_633  5.0601714769e-02  2.7015884984e-01
chi_6222  2.0212623891e+00  3.4572366972e+00
chi_633  1.9070766266e+00  1.0158540192e+01
