# type  value  stat. err
v4_L  1.1321519706e-03  3.8579864248e-04
v4(Psi2)  9.5969040471e-04  2.3967337999e-04
rho_422  6.4661564116e-01  1.9482861448e-01
chi_422  1.4107751884e+00  3.1297926281e-01
v5_L  nan  nan
v5(Psi23)  2.2854248340e-04  2.4093969388e-04
rho_523  nan  nan
chi_523  3.4318471411e+00  3.5970534904e+00
v6_L  4.9086128737e-06  1.2123455282e-06
v6(Psi2)  1.6203237734e-04  2.0269466477e-04
v6(Psi3)  -5.2824595632e-04  2.5809688657e-04
rho_6222  1.9996173682e-01  2.6265755220e-01
rho_633  -6.5190044501e-01  4.1189962818e-01
chi_6222  7.5833693835e+00  9.3762708294e+00
chi_633  -4.2489132948e+01  1.9632088986e+01
