# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  8.8999936720e-03  4.7429579109e-03  -6.2742062558e-09  1.3374524654e-08
2  1.5741196024e-02  3.4658927792e-03  -6.1397531246e-08  5.4073975034e-08
3  2.2878588792e-03  6.4906843735e-04  -2.7397878183e-11  3.1091249798e-11
