# type  value  stat. err
v4_L  1.4109327855e-03  4.3270299669e-04
v4(Psi2)  1.1593404021e-03  2.6623975643e-04
rho_422  6.3485709470e-01  1.7694990969e-01
chi_422  1.1974584654e+00  2.3880261275e-01
v5_L  5.4774326032e-04  6.1340607390e-04
v5(Psi23)  2.4426709124e-04  2.7987968509e-04
rho_523  4.0728773086e-01  5.9710076832e-01
chi_523  2.5961913223e+00  2.9603041246e+00
v6_L  7.7878967630e-06  1.2269732392e-06
v6(Psi2)  2.1009398397e-04  2.5687517300e-04
v6(Psi3)  -3.8537787251e-04  2.9822761790e-04
rho_6222  1.7396184773e-01  2.1748258090e-01
rho_633  -3.1910026887e-01  2.6058477159e-01
chi_6222  5.8714288848e+00  7.0887457562e+00
chi_633  -2.0895833184e+01  1.5807158498e+01
