# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  6.4023378481e-03  3.2090800883e-03  6.6521558373e-03  3.4555822300e-03
SC_42  6.4232125343e-03  3.2197052599e-03  6.6739322279e-03  3.4671088988e-03
