# type  value  stat. err
v4_L  1.0925599026e-02  7.0180334257e-04
v4(Psi2)  5.9229833731e-03  7.3911103086e-04
rho_422  4.7659110223e-01  6.2564235702e-02
chi_422  8.2902156606e-01  9.0816740016e-02
v5_L  4.8955613879e-03  5.0715468437e-04
v5(Psi23)  3.5175238315e-03  4.2971839315e-04
rho_523  5.8350905969e-01  7.7985527415e-02
chi_523  1.8019198428e+00  1.8210697011e-01
v6_L  1.1988578490e-05  1.3246840368e-06
v6(Psi2)  4.9143366608e-04  2.4461721941e-04
v6(Psi3)  1.1634724094e-03  2.1169420997e-04
rho_6222  1.5111378724e-01  7.5856521937e-02
rho_633  3.5776287680e-01  6.9118839711e-02
chi_6222  6.2205160967e-01  3.0418273222e-01
chi_633  1.1566954154e+00  1.6747711136e-01
