# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  2.6081438588e-01  1.7856327733e+00  7.6947824881e-01  4.5101342766e+00
2  7.7699790212e-01  3.6848799896e-02  4.9707976958e-01  4.4946715943e-02
3  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
