# type  value  stat. err
v4_L  3.9706232789e-03  3.3460142823e-04
v4(Psi2)  2.9748287174e-04  3.9620759427e-04
rho_422  7.4711560772e-02  9.9701072091e-02
chi_422  8.4681717663e-02  1.1255220096e-01
v5_L  1.9995521043e-03  4.3908680368e-04
v5(Psi23)  -1.4598591453e-03  3.2914329558e-04
rho_523  -5.8966054160e-01  1.5057208421e-01
chi_523  -5.7431340622e+00  1.1016199182e+00
v6_L  6.8546000653e-06  1.0210612398e-06
v6(Psi2)  -6.2169542669e-04  2.8186805636e-04
v6(Psi3)  -4.6203954723e-04  3.3058686529e-04
rho_6222  -5.3028664744e-01  2.9011321389e-01
rho_633  -3.9410520323e-01  3.0671376322e-01
chi_6222  -2.3307008185e+00  1.0089641981e+00
chi_633  -1.5363407623e+01  1.0603685117e+01
