# type  value  stat. err
v4_L  9.0775172846e-03  1.9043684810e-03
v4(Psi2)  1.0303567122e-02  1.2324377095e-03
rho_422  7.5033857538e-01  1.0116136817e-01
chi_422  1.0855926440e+00  8.6382998317e-02
v5_L  3.5156899216e-03  6.4546149949e-04
v5(Psi23)  3.5415234103e-03  4.2930596131e-04
rho_523  7.0969044674e-01  9.8518387553e-02
chi_523  1.7361870080e+00  1.7824441344e-01
v6_L  1.0525139548e-05  1.3552524285e-06
v6(Psi2)  9.0550626527e-04  3.2907415526e-04
v6(Psi3)  1.8935401971e-04  3.1519577263e-04
rho_6222  3.4352714940e-01  1.2958274453e-01
rho_633  7.1836329703e-02  1.1979794787e-01
chi_6222  7.4105934553e-01  2.4957468103e-01
chi_633  2.1285785230e-01  3.5369890554e-01
