#correlator  value  value_err
4(24)  9.44530e-01  5.23994e-02
6(23)  5.40058e-02  1.66574e-01
6(26)  4.96887e-01  1.34152e-01
6(36)  9.15833e-02  1.14920e-01
(235)  6.17113e-01  6.21508e-02
(246)  4.13854e-01  9.26001e-02
(234)  -1.29937e-01  9.59303e-02
