# type  value  stat. err
v4_L  1.0976917073e-02  2.2542590532e-03
v4(Psi2)  1.2358909903e-02  1.4826926180e-03
rho_422  7.4767302721e-01  1.0057947765e-01
chi_422  9.7487671191e-01  7.6849414438e-02
v5_L  4.3551318927e-03  7.2300246987e-04
v5(Psi23)  4.2332979352e-03  5.0231641674e-04
rho_523  6.9700576019e-01  9.3625061242e-02
chi_523  1.5056239558e+00  1.4878999137e-01
v6_L  1.3742830717e-05  1.7551101719e-06
v6(Psi2)  1.0041461920e-03  3.9213666063e-04
v6(Psi3)  3.0132887412e-04  3.7819716239e-04
rho_6222  3.2658109614e-01  1.3129156764e-01
rho_633  9.8001978984e-02  1.2335739551e-01
chi_6222  5.3123671776e-01  1.9390334355e-01
chi_633  2.3723206156e-01  2.9680684394e-01
