# type  value  stat. err
v4_L  1.6581432068e-02  3.2404767062e-03
v4(Psi2)  1.7695375733e-02  2.2722906829e-03
rho_422  7.2970143122e-01  1.0361465552e-01
chi_422  8.3873135949e-01  7.2153016010e-02
v5_L  6.7580566535e-03  1.0960961966e-03
v5(Psi23)  6.5193316571e-03  7.6628890475e-04
rho_523  6.9428091916e-01  9.2273007696e-02
chi_523  1.2733417677e+00  1.2097609797e-01
v6_L  2.8797398323e-05  3.5755781024e-06
v6(Psi2)  1.5168186357e-03  6.1712318841e-04
v6(Psi3)  2.4082239941e-04  5.0485539670e-04
rho_6222  3.1751820028e-01  1.3172023003e-01
rho_633  5.0411758566e-02  1.0576113444e-01
chi_6222  3.6972168975e-01  1.4012439590e-01
chi_633  9.5658145071e-02  2.0029769726e-01
