# n  vn{4}/vn{2}  (vn{4}/vn{2})_err  Fn  Fn_err
# Fn = sqrt((vn{2}^2 - vn{4}^2)/(vn{2}^2 + vn{4}^2))
1  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00
2  6.5415261826e-01  1.1491366470e-01  6.3291597493e-01  1.2088426150e-01
3  6.2034583673e-01  1.0121978984e-01  6.6646622546e-01  9.9223385611e-02
