# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  2.2721832841e-02  4.7174788341e-02  2.6034834012e-02  6.1644093415e-02
SC_42  2.2759572466e-02  4.7244952133e-02  2.6078668854e-02  6.1739675040e-02
