# type  value  stat. err
v4_L  1.8919479007e-02  8.8869125040e-04
v4(Psi2)  5.8427640488e-03  1.1385143978e-03
rho_422  2.9507231797e-01  5.8660085663e-02
chi_422  6.1714521368e-01  1.0698390098e-01
v5_L  8.8612003137e-03  5.8680589953e-04
v5(Psi23)  4.3166552337e-03  5.7506389165e-04
rho_523  4.3794156249e-01  6.1871055767e-02
chi_523  1.4512802821e+00  1.7496955827e-01
v6_L  3.6072927323e-05  3.6695299618e-06
v6(Psi2)  4.6162672089e-04  3.1401715087e-04
v6(Psi3)  1.6132630322e-03  3.8662442613e-04
rho_6222  8.0936159878e-02  5.5267066416e-02
rho_633  2.8285042608e-01  6.9851903985e-02
chi_6222  3.4134422210e-01  2.2383713649e-01
chi_633  9.2072644236e-01  2.1217587967e-01
