# type  value  stat. err
v4_L  1.2562838509e-02  6.0523871088e-04
v4(Psi2)  4.1335727131e-03  7.4878868334e-04
rho_422  3.1254791397e-01  5.7961573989e-02
chi_422  7.2013959338e-01  1.1587136137e-01
v5_L  5.6991976673e-03  3.9698428590e-04
v5(Psi23)  2.9108112042e-03  3.7265897912e-04
rho_523  4.5484936560e-01  6.2267989228e-02
chi_523  1.7462930656e+00  2.0013795550e-01
v6_L  1.7116054105e-05  1.6803620478e-06
v6(Psi2)  2.6131151045e-04  2.0434313793e-04
v6(Psi3)  1.0363598235e-03  2.4658451474e-04
rho_6222  7.0265005037e-02  5.5118934952e-02
rho_633  2.7867057250e-01  6.8518284138e-02
chi_6222  4.1668071084e-01  3.1844853592e-01
chi_633  1.1626910442e+00  2.6564503323e-01
