# type  value  stat. err
v4_L  1.5458867732e-02  1.9546716098e-03
v4(Psi2)  9.3025407432e-03  1.6413427649e-03
rho_422  5.1560466860e-01  9.9910457781e-02
chi_422  8.1765230416e-01  1.2016231342e-01
v5_L  6.8639630478e-03  9.3592518312e-04
v5(Psi23)  5.5919955097e-03  7.7944766366e-04
rho_523  6.3161434924e-01  9.5900285249e-02
chi_523  1.5478318023e+00  1.6156953173e-01
v6_L  2.0029867744e-05  2.7170777528e-06
v6(Psi2)  1.4618912866e-03  4.4899293645e-04
v6(Psi3)  1.1421386746e-03  4.2843124119e-04
rho_6222  2.9498547140e-01  9.3075528599e-02
rho_633  2.3046468531e-01  8.8041317825e-02
chi_6222  8.4156151012e-01  2.2651692544e-01
chi_633  5.6607402974e-01  2.0327815484e-01
