# type  value  stat. err
v4_L  1.8333057434e-02  2.3276326605e-03
v4(Psi2)  1.1113414708e-02  1.9557030769e-03
rho_422  5.1838600397e-01  1.0018652709e-01
chi_422  7.5025180979e-01  1.0943525911e-01
v5_L  8.1725832328e-03  1.1191053009e-03
v5(Psi23)  6.6735839345e-03  9.3659443029e-04
rho_523  6.3249520446e-01  9.6532366167e-02
chi_523  1.3829368056e+00  1.4534361745e-01
v6_L  2.7646980502e-05  3.7205286505e-06
v6(Psi2)  1.8318647875e-03  5.4011661706e-04
v6(Psi3)  1.3582208394e-03  5.0640657416e-04
rho_6222  3.0955536943e-01  9.3880160405e-02
rho_633  2.2951724198e-01  8.7112398366e-02
chi_6222  7.2327371658e-01  1.8404139876e-01
chi_633  4.9261014837e-01  1.7568113338e-01
