# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  6.0784905191e-03  2.0193091279e-03  6.3055309924e-03  2.1671715598e-03
SC_42  6.1147874872e-03  2.0318946772e-03  6.3433108561e-03  2.1807478358e-03
