# type  value  stat. err
v4_L  1.6329416147e-02  1.5128545207e-03
v4(Psi2)  1.0188739544e-02  1.2975600399e-03
rho_422  5.2935821300e-01  7.3715736669e-02
chi_422  7.3573577445e-01  7.0333331238e-02
v5_L  6.7689700943e-03  1.2794745431e-03
v5(Psi23)  7.6184739595e-03  8.2989756922e-04
rho_523  7.4755580087e-01  9.1903801985e-02
chi_523  1.8082050137e+00  1.1391282615e-01
v6_L  2.7161773954e-05  3.6661081158e-06
v6(Psi2)  1.2157403146e-03  4.6743137154e-04
v6(Psi3)  1.7681572353e-03  7.9344437575e-04
rho_6222  2.2144854028e-01  8.6226162463e-02
rho_633  3.2207193761e-01  1.4587862779e-01
chi_6222  5.1572399736e-01  1.8404986653e-01
chi_633  7.4548464106e-01  2.8839392290e-01
