# type  value  stat. err
v4_L  2.6272395947e-03  1.3019423586e-03
v4(Psi2)  3.9772393724e-03  5.2988577563e-04
rho_422  8.3439121083e-01  1.4881765695e-01
chi_422  5.1011134173e-01  4.5427486357e-02
v5_L  2.3858665516e-03  3.9295246287e-04
v5(Psi23)  -9.9037423214e-04  4.1391295827e-04
rho_523  -3.8338247010e-01  1.6739153494e-01
chi_523  -7.8390984817e-01  3.2095192091e-01
v6_L  1.1845913366e-05  1.2848313928e-06
v6(Psi2)  -7.2303852052e-04  2.5897569235e-04
v6(Psi3)  8.3151418046e-06  3.2913305249e-04
rho_6222  -5.4426374986e-01  2.7204761610e-01
rho_633  6.2591827831e-03  2.4776292420e-01
chi_6222  -7.9604108245e-01  2.4454876771e-01
chi_633  2.2949826371e-02  9.0840568733e-01
