#correlator  value  value_err
4(24)  7.82768e-01  8.99647e-02
6(23)  3.31257e-01  1.19333e-01
6(26)  -2.74471e-01  1.43992e-01
6(36)  1.44386e-02  1.24591e-01
(235)  -1.94823e-01  9.63051e-02
(246)  -3.26848e-01  8.90368e-02
(234)  1.27697e-01  9.10653e-02
