# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  6.8853216310e-10  6.3255586160e-10
2  4.5972001979e-02  2.4082445823e-03  -4.4665650868e-06  9.3592453742e-07
3  6.2717125310e-03  1.5198528720e-03  -1.5471932982e-09  1.4997538017e-09
