# n  vn{4}  vn{4}_err  Cn{4}  Cn{4}_err
1  0.0000000000e+00  0.0000000000e+00  1.6124185115e-09  1.4419745189e-09
2  5.4903743918e-02  2.9550440337e-03  -9.0867345453e-06  1.9562746572e-06
3  7.4717263098e-03  2.0907596809e-03  -3.1166197684e-09  3.4884055879e-09
