# type  value  stat. err
v4_L  1.8819155919e-03  9.9294983043e-04
v4(Psi2)  3.1067554310e-03  3.7781201222e-04
rho_422  8.5531575043e-01  1.4037126692e-01
chi_422  6.2769307380e-01  4.8838982673e-02
v5_L  1.3675109349e-03  3.1949261566e-04
v5(Psi23)  -5.2382274397e-04  3.0287780991e-04
rho_523  -3.5770393126e-01  2.1768815260e-01
chi_523  -6.7750668542e-01  3.8760596094e-01
v6_L  5.0099880964e-06  5.0118753105e-07
v6(Psi2)  -3.3095328198e-04  1.5427428538e-04
v6(Psi3)  2.7409224763e-05  1.6009330013e-04
rho_6222  -inf  inf
rho_633  inf  inf
chi_6222  -7.3124286697e-01  3.1709199391e-01
chi_633  1.3379250425e-01  7.8135168103e-01
