# type  value  stat. err
v4_L  1.0362161279e-03  8.8786596751e-04
v4(Psi2)  1.9382052675e-03  3.3168607477e-04
rho_422  8.8187892173e-01  1.9290743335e-01
chi_422  1.3184863058e+00  1.6074332933e-01
v5_L  nan  nan
v5(Psi23)  -1.6817290646e-04  4.6663565683e-04
rho_523  nan  nan
chi_523  -9.9421649435e-01  2.7553977749e+00
v6_L  7.8339321625e-06  1.2499838572e-06
v6(Psi2)  2.1462745320e-04  2.5057850851e-04
v6(Psi3)  1.4123922127e-04  2.6471184044e-04
rho_6222  2.6333782614e-01  3.7407489372e-01
rho_633  1.7329390505e-01  3.5376801144e-01
chi_6222  2.9849738075e+00  3.4510005705e+00
chi_633  3.2432390676e+00  6.0417375176e+00
