# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  5.2875707294e-03  5.2601310726e-03  5.4600102068e-03  5.5873568534e-03
SC_42  5.2890344328e-03  5.2615976104e-03  5.4615241127e-03  5.5889198233e-03
