# type  value  stat. err
v4_L  1.5286748803e-03  9.3322876530e-04
v4(Psi2)  2.4223845949e-03  4.0269934472e-04
rho_422  8.4568622135e-01  1.7685314280e-01
chi_422  1.1521973754e+00  1.2906105756e-01
v5_L  5.1075125941e-04  1.2169692493e-03
v5(Psi23)  8.9646284501e-05  5.4382988936e-04
rho_523  1.7287580847e-01  1.1218468164e+00
chi_523  3.7624185620e-01  2.2818797266e+00
v6_L  1.0131076930e-05  1.4636873796e-06
v6(Psi2)  5.6705217354e-04  2.9919524597e-04
v6(Psi3)  1.1915244678e-04  3.2142373861e-04
rho_6222  4.9321983549e-01  3.6284596639e-01
rho_633  1.0363834748e-01  2.8457683517e-01
chi_6222  4.6140126546e+00  2.3069961795e+00
chi_633  2.0606239965e+00  5.5432491970e+00
