#correlator  value  value_err
4(24)  7.54976e-01  6.48419e-02
6(23)  -2.41685e-01  2.15121e-01
6(26)  4.53950e-02  1.47021e-01
6(36)  7.68516e-02  1.10614e-01
(235)  6.37839e-02  1.04444e-01
(246)  1.72160e-02  7.53728e-02
(234)  -2.77442e-01  1.24134e-01
