# type  SC{mn}  SC{mn}_err  NSC{mn}  NSC{mn}_err
SC_32  8.3074539679e-03  1.2961990196e-02  8.7387111159e-03  1.4350934954e-02
SC_42  8.3153858924e-03  1.2973564000e-02  8.7470856325e-03  1.4363900543e-02
