# type  value  stat. err
v4_L  4.2212370540e-03  6.1517962722e-04
v4(Psi2)  3.6459437257e-03  4.4055511096e-04
rho_422  6.5365374764e-01  8.9867987898e-02
chi_422  7.0664463347e-01  7.0465799793e-02
v5_L  2.4398324962e-03  2.8961358615e-04
v5(Psi23)  8.1528447343e-04  2.7923213275e-04
rho_523  3.1692984309e-01  1.1317644811e-01
chi_523  6.4738281188e-01  2.1572661815e-01
v6_L  1.1353267576e-05  1.3986519009e-06
v6(Psi2)  -3.4899860385e-04  2.2687220380e-04
v6(Psi3)  -7.8772853990e-04  3.2412726059e-04
rho_6222  -2.4251453184e-01  1.7528346371e-01
rho_633  -5.4738218423e-01  2.8396736439e-01
chi_6222  -7.7786738901e-01  4.9809233952e-01
chi_633  -1.5863393960e+00  6.2073363176e-01
